爱,性,6.77,0.0429037,
虎,猫,7.35,0.444445,
虎,虎,10,1,
书,纸,7.46,0.217212,
电脑,键盘,7.62,0.149333,
电脑,因特网,7.58,0.210526,
飞机,汽车,5.77,0.444445,
火车,汽车,6.31,1,
电话,交流,7.5,0.0663704,
电视,收音机,6.77,0.398526,
媒体,收音机,7.42,0.444445,
毒品,滥用,6.85,0.0547556,
面包,黄油,6.19,0.0663704,
黄瓜,土豆,5.92,1,
医生,护士,7,0.948684,
教授,医生,6.62,0.589167,
学生,教授,6.81,0.896684,
聪明,学生,4.62,0.0429037,
聪明,蠢,5.81,0.733333,
公司,股票,7.08,0.107758,
股票,市场,8.08,0.107758,
股票,手机,1.62,0.256,
股票,光盘,1.31,0.256,
股票,老虎,0.92,0.149333,
股票,卵,1.81,0.0965333,
生育,卵,6.69,0.0429037,
股票,活,3.73,0.257422,
股票,生活,0.92,0.0663704,
书,图书馆,7.46,0.166698,
银行,钱,8.12,0.121937,
木,森林,7.73,1,
钱,现金,9.15,1,
教授,黄瓜,0.31,0.165486,
国王,卷心菜,0.23,0.165486,
国王,王后,8.58,0.7376,
国王,骗子,5.92,0.5792,
主教,法师,6.69,1,
耶路撒冷,以色列,8.46,0.7,
耶路撒冷,巴勒斯坦,7.65,0.7,
神圣,性,1.62,0.5792,
性交,性,9.44,0.0429037,
足球,足球,9.03,1,
足球,篮球,6.81,1,
足球,网球,6.63,1,
网球,球拍,7.56,1,
阿拉法特,和平,6.73,0.0444444,
阿拉法特,恐怖,7.65,0.165486,
法律,律师,8.38,0.107758,
电影,星,7.38,0.242424,
电影,爆米花,6.19,-2,
电影,批评家,6.73,0.166698,
电影,电影院,7.92,0.140412,
物理,质子,8.12,0.188632,
物理,化学,7.35,1,
空间,化学,4.88,0.166667,
酒精,化学,5.54,0.0429037,
伏特加,白兰地,8.13,1,
喝,汽车,3.04,0.0740741,
喝,耳朵,1.31,0.0663704,
喝,嘴,5.96,0.0740741,
喝,吃,6.87,0.444445,
婴儿,母亲,7.85,0.6,
喝,母亲,2.65,0.0444444,
汽车,汽车,8.94,1,
宝石,珠宝,8.96,0.140412,
旅行,航行,9.29,0.126984,
男孩,小伙子,8.83,1,
海岸,海滨,9.1,1,
精神病院,精神病院,8.87,1,
魔术师,魔术师,9.02,1,
正午,中午,9.29,1,
熔炉,火炉,8.79,0.165486,
食物,水果,7.52,0.126316,
鸟,公鸡,7.1,1,
鸟,鹤,7.38,1,
工具,器具,6.46,1,
修士,僧侣,6.27,0.8,
鹤,器具,2.69,0.111628,
小伙子,修士,4.46,0.8,
旅行,汽车,5.85,0.0740741,
僧侣,圣人,5,0.6,
墓地,林地,2.08,0.122171,
食物,公鸡,4.42,0.111628,
海岸,丘陵,4.38,0.0965333,
森林,墓地,1.85,0.107758,
海滨,林地,3.08,0.0965031,
僧侣,奴隶,0.92,0.6,
海岸,森林,3.15,0.107758,
小伙子,魔术师,0.92,0.5792,
琴弦,微笑,0.54,0.0547556,
玻璃,魔术师,2.08,0.0429037,
中午,弦,0.54,0.0444444,
公鸡,航行,0.62,0.0740741,
钱,美元,8.42,0.6,
钱,现金,9.08,1,
钱,货币,9.04,1,
钱,财富,8.27,0.208696,
钱,财产,7.57,0.311652,
钱,拥有,7.29,0.0740741,
钱,银行,8.5,0.121937,
钱,存款,7.73,0.896,
钱,经营,3.31,0.0740741,
虎,老虎,8,1,
虎,猫,8,0.444445,
虎,食肉动物,7.08,0.551385,
虎,哺乳动物,6.85,0.444445,
虎,动物,7,0.444445,
虎,生物,4.77,0.6,
虎,动物,5.62,0.444445,
虎,动物园,5.87,0.166698,
心理学,精神病,8.08,0.188632,
心理学,焦虑,7,0.201461,
心理学,害怕,6.85,0.0663704,
心理学,沮丧,7.42,0.0663704,
心理学,诊所,6.58,0.140682,
心理学,医生,6.42,0.107454,
心理学,精神,7.69,0.398222,
心理学,健康,7.23,0.0663704,
心理学,科学,6.71,0.896,
心理学,惩罚,5.58,0.0663704,
心理学,认知,7.48,0.0663704,
行星,星,8.45,1,
行星,星座,8.06,1,
行星,月亮,8.08,1,
行星,太阳,8.02,1,
行星,星系,8.11,1,
行星,空间,7.92,0.347826,
行星,宇航员,7.94,0.188632,
先例,例子,5.85,1,
先例,信息,3.85,0.615385,
先例,认知,2.81,0.0740741,
先例,法律,6.65,0.171429,
先例,收藏,2.5,0.0740741,
先例,小组,1.77,0.188632,
先例,先前,6.04,0.0444444,
杯子,咖啡,6.58,0.165486,
杯子,餐具,6.85,0.5792,
杯子,文章,2.4,0.0874264,
杯子,人工,2.92,0.0429037,
杯子,物体,3.69,0.165486,
杯子,实体,2.15,0.121937,
杯子,喝,7.25,0.0429037,
